Row #,Year,Proj. Type,Organization Name,HMIS Org ID,Project Name,HMIS Proj ID,Geo Code,HMIS-Participating,Inventory Type,Target Pop.,Target Pop. A,Target Pop. B,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: HOPWA-CV,Additional Federal Funding: PIH,Additional Federal Funding: HOME,Additional Federal Funding: HOME ARP,Additional Federal Funding: PIH-EHV,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Esg-CV,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: CocThRrh,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,McKinney- Vento: YHDP Renewals,Year-Round Beds,PIT Count,Total Beds,Utilization Rate,Last Update On
369409,2019,PSH,County of San Diego,,MHS -S+C Housing Plus IIIa (6338),196,62532,,C,NA,,,4,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,8,8,8,1,4/24/19 19:22
369518,2019,PSH,County of San Diego,,POFA Action East - MHS (6919),200,69073,,C,NA,,,10,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,10,10,10,1,4/24/19 19:31
369445,2019,PSH,County of San Diego,,S+C Tenant Based TBRA(5967),192,69073,,C,NA,,,38,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,58,47,58,0.81,4/25/19 20:03
369523,2019,RRH,Crisis House,,El Cajon Housing Connections (6961),9992,61116,,C,NA,,,15,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,15,15,15,1,4/25/19 19:59
369521,2019,RRH,Crisis House,,Journey Home (6712),9993,61116,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,Yes,No,No,No,,Yes,No,No,No,Yes,No,,No,No,No,No,,51,51,51,1,4/25/19 19:59
369519,2019,ES,Crisis House,,Journey On (7020),9977,61116,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,3,3,3,1,4/25/19 20:05
385286,2019,RRH,Crisis House,,New Journey Joint RRH,9974,61116,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,17,17,17,1,4/25/19 20:10
385287,2019,TH,Crisis House,,New Journey Joint TH,9975,61116,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,Yes,No,Yes,No,,No,No,No,No,,25,21,25,0.84,4/25/19 20:10
369520,2019,RRH,Crisis House,,Safe Journey (6737),9976,61116,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,98,98,98,1,4/25/19 20:05
369524,2019,ES,East County Transitional Living Center,,ES - Families (6936),61,61116,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,58,58,58,1,4/23/19 16:34
369525,2019,ES,East County Transitional Living Center,,ES - Singles (6940),59,61116,,C,NA,,,82,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,82,82,82,1,4/23/19 16:35
369526,2019,TH,East County Transitional Living Center,,TH - Family Restoration (6938),65,61116,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,112,112,112,1,4/29/19 21:51
369527,2019,TH,East County Transitional Living Center,,TH - Family Transitional Living (6937),66,61116,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,71,71,71,1,4/23/19 16:53
369528,2019,TH,East County Transitional Living Center,,TH - Singles (6939),62,61116,,C,NA,,,119,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,119,119,119,1,4/23/19 16:54
369364,2019,SH,Episcopal Community Services,,Uptown Safe Haven (5429),57,63210,,C,NA,,,19,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,19,14,19,0.74,4/23/19 16:56
369416,2019,TH,Home Start,,Maternity Group Home (6439),133,63210,,C,NA,,,0,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,Yes,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,18,18,18,1,4/23/19 19:00
369412,2019,PSH,Home Start,,Maternity Housing Program (6329),132,63210,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,39,39,39,1,4/23/19 19:04
369403,2019,PSH,Housing Authority for the County of San Diego,,HOPWA Tenant Based (5877),259,69073,,C,HIV,,,74,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,Yes,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,107,107,107,1,4/24/19 19:11
388920,2019,PSH,Housing Authority for the County of San Diego,,POFA Outreach Vouchers,201,69073,,C,NA,,,92,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,169,169,169,1,4/25/19 19:52
369380,2019,PSH,Housing Authority for the County of San Diego,,VASH (6324),159,69073,,C,NA,,,533,,,376,533,,No,Yes,Yes,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,909,909,909,1,4/24/19 19:07
385276,2019,PSH,Housing Innovation Partners,,HIP - Prizm (6325),163,63210,,C,NA,,,35,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,35,34,35,0.97,4/23/19 21:49
369497,2019,PSH,Housing Innovation Partners,,HIP - Unity (6557),164,63210,,C,NA,,,8,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,15,14,15,0.93,4/23/19 21:49
369424,2019,TH,Interfaith Community Services,,Corinne's Cottage (6097),27,61230,,C,NA,,,12,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,12,11,12,0.92,4/23/19 19:06
369537,2019,RRH,Interfaith Community Services,,ESG (6614 + 6946),235,61230,,C,NA,,,9,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,Yes,Yes,No,Yes,,No,No,No,No,No,No,,No,No,No,No,,25,25,25,1,4/23/19 19:25
369460,2019,ES,Interfaith Community Services,,Haven House Bridge Housing (6396),24,61230,,C,NA,,,49,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,Yes,Yes,No,,No,No,No,No,No,No,,No,No,No,No,,49,43,49,0.88,4/23/19 19:30
369536,2019,RRH,Interfaith Community Services,,Home Now Rapid Rehousing (6877),23,61230,,C,NA,,,5,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,Yes,No,No,No,,Yes,No,No,No,Yes,No,,No,No,No,No,,72,72,72,1,4/23/19 19:32
385284,2019,RRH,Interfaith Community Services,,Joint RRH Program,9971,61230,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,Yes,No,No,No,,Yes,No,Yes,No,Yes,No,,No,No,No,No,,12,12,12,1,4/25/19 20:11
385283,2019,TH,Interfaith Community Services,,Joint TH Program,9970,61230,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,16,16,16,1,4/25/19 20:12
369533,2019,TH,Interfaith Community Services,,Oceanside Veterans GPD Bridge Housing (6932),28,62532,,C,NA,,,22,,,0,22,,No,Yes,No,No,Yes,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,22,10,22,0.45,4/23/19 19:34
369434,2019,PSH,Interfaith Community Services,,RAP (Rental Assistance Program) (6535),25,62532,,C,NA,,,15,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,15,15,15,1,4/23/19 19:36
369405,2019,PSH,Interfaith Community Services,,Raymond's Refuge II (6160),181,61230,,C,NA,,,16,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,16,16,16,1,4/23/19 19:37
369456,2019,ES,Interfaith Community Services,,Recuperative Care (Non-Vets) (6652),34,61230,,C,NA,,,12,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,12,10,12,0.83,4/23/19 19:38
369423,2019,TH,Interfaith Community Services,,Tikkun (6028),29,61230,,C,NA,,,6,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,6,6,6,1,4/23/19 19:42
369457,2019,ES,Interfaith Community Services,,Vets Recuperative Care (362) (6293),36,61230,,C,NA,,,16,,,0,16,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,16,11,16,0.69,4/23/19 19:46
369395,2019,TH,Interfaith Community Services,,Vets Transitional (Oceanside-363) (6162),31,62532,,C,NA,,,42,,,0,42,,No,Yes,No,No,Yes,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,42,32,42,0.76,4/23/19 19:50
369361,2019,TH,Interfaith Shelter Network of San Diego,,El Nido Transitional Living Program (TLC) (5341),9998,63210,,C,DV,,,0,,,0,0,,Yes,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,45,33,45,0.73,4/25/19 19:53
369461,2019,ES,Interfaith Shelter Network of San Diego,,ISN Clairemont/Kearny - PUM (6794),328,63210,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,12,12,1,4/23/19 20:10
369389,2019,ES,Interfaith Shelter Network of San Diego,,ISN East County (7030),195a,61116,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,9,12,0.75,7/23/19 2:08
369388,2019,ES,Interfaith Shelter Network of San Diego,,ISN North County Coastal - ComResCtr (1928),135,61212,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,9,12,0.75,4/23/19 20:00
369390,2019,ES,Interfaith Shelter Network of San Diego,,ISN North County Inland - ICS (5941),137,61230,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,2,12,0.17,4/23/19 20:06
369453,2019,ES,Interfaith Shelter Network of San Diego,,ISN SD Beaches - PUM (5938),261,63210,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,2,12,0.17,4/23/19 20:05
369454,2019,ES,Interfaith Shelter Network of San Diego,,ISN SD Inland - Catholic Charities (5936),134,63210,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,9,12,0.75,4/23/19 20:07
369385,2019,ES,Interfaith Shelter Network of San Diego,,ISN South Bay - SBCS (6228),136,60720,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,0,10,12,0.83,4/23/19 20:03
385281,2019,PSH,Mental Health System,,Next Step PSH,370,62532,,C,NA,,,4,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,4,4,4,1,4/23/19 20:33
369444,2019,SH,Mental Health System,,North County Safe Haven(5872),131,61230,,C,NA,,,12,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,Yes,No,No,No,No,,No,No,No,No,,12,10,12,0.83,4/23/19 20:33
369398,2019,TH,North County Solutions for Change,,Family Center (5449),43,63924,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,143,143,143,1,4/23/19 20:40
369427,2019,OPH,North County Solutions for Change,,Neighborhood Stabilization Primrose (6394),39,63924,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,54,54,54,1,4/23/19 20:39
369426,2019,OPH,North County Solutions for Change,,Neighborhood Stabilization Program (6310),44,69073,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,12,12,12,1,4/23/19 20:42
369375,2019,PSH,North County Solutions for Change,,New Solutions (5896),41,63924,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,9,9,9,1,4/23/19 20:44
369392,2019,OPH,North County Solutions for Change,,Vista Terrace (6460),45,63924,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,146,146,146,1,4/23/19 20:44
369449,2019,ES,Operation Hope,,ARS North County (6107),121,63924,,C,NA,,,4,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,45,31,45,0.69,4/23/19 20:49
369419,2019,PSH,PATH San Diego at Connections Housing,,Permanent Supp Housing (PSH) (6405),251,63210,,C,NA,,,76,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,76,76,76,1,4/23/19 20:50
369420,2019,TH,PATH San Diego at Connections Housing,,Single Room Occ (SRO) (6406),100,63210,,C,NA,,,16,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,16,14,16,0.88,4/23/19 20:51
388325,2019,PSH,Pathways Community Services,,Pathways Catalyst SBS,342,63210,,U,NA,,,20,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,20,22,20,1,4/25/19 20:06
387635,2019,RRH,Public Consulting Group,,PCG RRH CalWORKS HSP,110,61116,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,47,47,47,1,4/24/19 19:58
369471,2019,PSH,San Diego Housing Commission,,100 SBS - SMI - MHS (6798),319,63210,,C,NA,,,40,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,45,28,45,0.62,4/23/19 21:03
369472,2019,PSH,San Diego Housing Commission,,100 SBS - SUD - MHS (6797),318,63210,,C,NA,,,50,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,55,39,55,0.71,4/23/19 21:05
369490,2019,ES,San Diego Housing Commission,,Alpha - Cortez Hill,306,63210,,C,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,91,91,91,1,4/23/19 21:09
371541,2019,ES,San Diego Housing Commission,,Alpha - Cortez Hill,306,63210,,U,NA,,,0,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,65,22,65,1,4/23/19 21:11
369476,2019,OPH,San Diego Housing Commission,,Atmosphere (6718 & 6719),83,63210,,C,NA,,,51,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,51,48,51,0.94,4/23/19 21:28
369477,2019,OPH,San Diego Housing Commission,,Celadon (6731 & 6732),84,63210,,C,NA,,,76,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,76,72,76,0.95,4/23/19 21:29
369473,2019,PSH,San Diego Housing Commission,,Center Star Act - 50 SBS - MHS (6805),320,63210,,C,NA,,,50,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,50,11,50,0.22,4/23/19 21:30
369391,2019,PSH,San Diego Housing Commission,,CRF - CORE Sponsor-Based Subsidy (6570),107,63210,,C,NA,,,89,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,89,57,89,0.64,4/23/19 21:34
369410,2019,PSH,San Diego Housing Commission,,CRF - V.I.P. 1 Vouchers (6340),103,63210,,C,NA,,,25,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,25,17,25,0.68,4/23/19 21:34
369413,2019,PSH,San Diego Housing Commission,,CRF - V.I.P. 2 Vouchers (6402),104,63210,,C,NA,,,35,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,35,21,35,0.6,4/23/19 21:34
369408,2019,PSH,San Diego Housing Commission,,Ctr - Sunburst Apts - Merged Grant (6335),289,63210,,C,HIV,,,23,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,23,23,23,1,4/23/19 21:43
369478,2019,OPH,San Diego Housing Commission,,Cypress Apartments (6786),86,63210,,C,NA,,,62,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,62,56,62,0.9,4/25/19 20:04
369437,2019,ES,San Diego Housing Commission,,ESG - SVdPV (PMC) (6606),308,63210,,C,NA,,,350,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,Yes,Yes,No,,No,No,No,No,No,No,,No,No,No,No,,350,354,354,1,4/23/19 21:45
369568,2019,OPH,San Diego Housing Commission,,Grantville Motel 6 - Zephyr (UD),9991,63210,,U,NA,,,84,,,0,84,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,84,22,84,1,4/25/19 20:00
369429,2019,PSH,San Diego Housing Commission,,HIP - Beta - Merged Grant (6110),288,63210,,C,NA,,,16,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – clustered / multiple sites,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,16,16,16,1,4/23/19 21:46
369382,2019,PSH,San Diego Housing Commission,,HIP - Cove - Merged Grant (6116),287,63210,,C,NA,,,20,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,20,20,20,1,4/23/19 21:47
369479,2019,OPH,San Diego Housing Commission,,"Hotel Churchill (6755, 6756, & 6757)",87,63210,,C,NA,,,72,,,0,56,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – single site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,72,71,72,0.99,4/23/19 21:53
369555,2019,PSH,San Diego Housing Commission,,IMPACT POFA - CRF (6896),99,63210,,C,NA,,,20,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,20,18,20,0.9,4/23/19 23:08
369551,2019,PSH,San Diego Housing Commission,,MHS - City Star ACT (6945),321,63210,,C,NA,,,100,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,100,21,100,0.21,4/23/19 21:56
369367,2019,PSH,San Diego Housing Commission,,MHS - Housing Plus IV - Merged Grant (6336),297,63210,,C,NA,,,44,,,0,0,,No,No,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,No,,,,No,Site-based – single site,Yes,No,No,No,,Yes,No,No,Yes,No,No,,No,No,No,No,,44,44,44,1,4/23/19 21:58
369414,2019,PSH,San Diego Housing Commission,,MHS - SBV 2 (6401),323,63210,,C,NA,,,40,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Site-based – clustered / multiple sites,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,40,38,40,0.95,4/23/19 21:58
369366,2019,PSH,San Diego Housing Commission,,MHS - SBV1 V.I.P. (6339),322,63210,,C,NA,,,25,,,0,0,,No,Yes,No,No,No,,,,,,,No,,,,No,No,No,No,,,,,,Yes,,,,No,Tenant-based – scattered site,No,No,No,No,,No,No,No,No,No,No,,No,No,No,No,,25,20,25,0.8,4/23/19 22:07
